,id,url,image_url,price,name,properties
181,182,https://www.hemden.de/eton-slim-fit-hemd-weiss-einfarbig-langarm-3000.79512.00,https://cdn.hemden.de/media/image/0c/6c/2c/3000-79512-00_800.jpg,159,"Eton Slim Fit Hemd weiss, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
182,183,https://www.hemden.de/seidensticker-original-modern-fit-hemd-weiss-einfarbig-langarm-112560.01,https://cdn.hemden.de/media/image/8d/f4/63/112560-01_800zpaUDzjVSahgt.jpg,69.95,"Seidensticker Original Modern Fit Hemd weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Twill', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
183,184,https://www.hemden.de/hatico-regular-fit-hemd-hellblau-einfarbig-langarm-3209.250.101,https://cdn.hemden.de/media/image/2a/14/21/3209-250-101_8005x2miWzdVubxr.jpg,59.95,"Hatico Regular Fit Hemd hellblau, Einfarbig","{'Marke': 'Hatico', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
184,185,https://www.hemden.de/olymp-no.-six-24/seven-dynamic-flex-super-slim-hemd-bleu/marine-gemustert-langarm-2550.34.11,https://cdn.hemden.de/media/image/47/e8/2f/2550-34-11_800E3ZB3Mha3ilC2.jpg,49.95,"OLYMP No. Six 24/Seven Dynamic Flex Super Slim Hemd bleu/marine, Gemustert","{'Marke': 'OLYMP', 'Stoff': 'Twill', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Modern Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Gemustert', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
185,186,https://www.hemden.de/hatico-modern-fit-hemd-weiss-einfarbig-langarm-3209.278.90,https://cdn.hemden.de/media/image/13/d8/12/3209-278-90_800.jpg,59.95,"Hatico Modern Fit Hemd weiss, Einfarbig","{'Marke': 'Hatico', 'Stoff': 'Chambray', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
186,187,https://www.hemden.de/eterna-slim-fit-hemd-hellblau-einfarbig-langarm-1100.f182.10,https://cdn.hemden.de/media/image/70/42/13/1100-F182-10_800PngoYlnYSIYZV.jpg,59.95,"ETERNA Slim Fit Hemd hellblau, Einfarbig","{'Marke': 'ETERNA', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Taillierter Schnitt', 'Nachhaltigkeit': 'Grüner Knopf', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
187,188,https://www.hemden.de/herrenhemd/eton/super-slim/weiss/kent/langarm-66cm/einfarbig/30008881100,https://cdn.hemden.de/media/image/7f/b5/da/3000-88811-00_8005915891c2cb50.jpg,169,"Eton Hemd - Super Slim - weiss, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Feintwill SLC (Super Light Cotton)', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
188,189,https://www.hemden.de/seidensticker-modern-fit-hemd-ecru-einfarbig-langarm-001000.21,https://cdn.hemden.de/media/image/e7/1b/10/001000-21_800QZAoNBWO3lUpx.jpg,59.95,"Seidensticker Modern Fit Hemd ecru, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Farbe': 'ecru', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche'}"
189,190,https://www.hemden.de/seidensticker-hemd-x-slim-grau-einfarbig-langarm-477870.32,https://cdn.hemden.de/media/image/a0/96/62/477870-32_800YfY7GPdeDdlmz.jpg,59.95,"Seidensticker Hemd - X-Slim - grau, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Stark tailliert', 'Stoff': 'Popeline Stretch', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Modern Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'grau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Stretch'}"
190,191,https://www.hemden.de/seidensticker-regular-fit-hemd-weiss-einfarbig-langarm-117632.01,https://cdn.hemden.de/media/image/1e/2b/ba/117632-01_80022JjAbIwsNxRE.jpg,59.95,"Seidensticker Regular Fit Hemd weiss, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Oxford', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Material': '100% Baumwolle', 'Kragenart': 'Button-Down', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette'}"
191,192,https://www.hemden.de/seidensticker-shaped-hemd-weiss-einfarbig-langarm-233032.01,https://cdn.hemden.de/media/image/dc/0a/d5/233032-01_8005OCWf1hbmmE37.jpg,59.95,"Seidensticker Shaped Hemd weiss, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Oxford', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Button-Down', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette'}"
192,193,https://www.hemden.de/venti-body-fit-hemd-weiss-einfarbig-langarm-001410.000,https://cdn.hemden.de/media/image/58/52/76/001410-000_800.jpg,49.95,"Venti Body Fit Hemd weiss, Einfarbig","{'Marke': 'Venti', 'Stoff': 'Popeline Stretch', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
193,194,https://www.hemden.de/olymp-level-five-body-fit-hemd-anthrazit-einfarbig-langarm-0531.64.67,https://cdn.hemden.de/media/image/53/f3/4b/0531-64-67_800Duy6EXvMtVQL9.jpg,69.95,"OLYMP Level Five Body Fit Hemd anthrazit, Einfarbig","{'Marke': 'OLYMP', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Popeline Stretch', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Royal Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'anthrazit', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
194,195,https://www.hemden.de/eterna-comfort-fit-hemd-hellblau-einfarbig-langarm-1100.e187.10,https://cdn.hemden.de/media/image/22/33/fc/1100-E187-10_800Bwj41ptv6Hnld.jpg,59.95,"ETERNA Comfort Fit Hemd hellblau, Einfarbig","{'Marke': 'ETERNA', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Gerader Schnitt', 'Nachhaltigkeit': 'Grüner Knopf', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
195,196,https://www.hemden.de/casa-moda-galahemd-evening-beige-einfarbig-langarm-005335.62,https://cdn.hemden.de/media/image/c6/a1/5e/005335-62_8005915881d752d8.jpg,49.95,"Casa Moda Galahemd Evening - beige, Einfarbig","{'Marke': 'Casa Moda', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '30 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
196,197,https://www.hemden.de/seidensticker-modern-fit-hemd-graphit-einfarbig-langarm-002000.32,https://cdn.hemden.de/media/image/c8/97/b8/002000-32_8005b31168e86e6d.jpg,59.95,"Seidensticker Modern Fit Hemd graphit, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Chambray', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'graphit', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
197,198,https://www.hemden.de/eton-slim-fit-hemd-hellblau-einfarbig-langarm-3000.79512.21,https://cdn.hemden.de/media/image/e1/ed/ab/3000-79512-21_800.jpg,169,"Eton Slim Fit Hemd hellblau, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
198,199,https://www.hemden.de/eton-hemd-super-slim-hellblau-einfarbig-langarm-3000.88811.21,https://cdn.hemden.de/media/image/33/b9/12/3000-88811-21_800.jpg,169,"Eton Hemd - Super Slim - hellblau, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
199,200,https://www.hemden.de/casa-moda-modern-fit-galahemd-weiss-einfarbig-langarm-005550.0,https://cdn.hemden.de/media/image/8e/1c/f4/005550-0_800j5dX5g7YiYHmB.jpg,49.95,"Casa Moda Modern Fit Galahemd weiss, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kläppchen', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
200,201,https://www.hemden.de/eterna-slim-fit-hemd-weiss-einfarbig-langarm-8100.f132.00,https://cdn.hemden.de/media/image/0f/5b/bd/8100-F132-00_800Kg7z1HzyDB3iZ.jpg,69.95,"ETERNA Slim Fit Hemd weiss, Einfarbig","{'Marke': 'ETERNA', 'Stoff': 'Fein Oxford', 'Nachhaltigkeit': 'Grüner Knopf', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Haifisch', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
201,202,https://www.hemden.de/eton-contemporary-fit-hemd-schwarz-einfarbig-langarm-3548.79311.18,https://cdn.hemden.de/media/image/ac/57/ec/3548-79311-18_800.jpg,169,"Eton Contemporary Fit Hemd schwarz, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Feintwill Stretch', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Cut Away', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
202,203,https://www.hemden.de/marvelis-casual-regular-fit-hemd-weiss-faux-uni-langarm-6082.34.00,https://cdn.hemden.de/media/image/d1/f6/1f/6082-34-00_800.jpg,45.95,"Marvelis Casual Regular Fit Hemd weiss, Faux-uni","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Leinen', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'Steh', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Faux-uni', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Patch im Kragen'}"
203,204,https://www.hemden.de/marvelis-casual-regular-fit-hemd-hellblau-einfarbig-langarm-6080.34.10,https://cdn.hemden.de/media/image/fd/9b/fe/6080-34-10_800.jpg,45.95,"Marvelis Casual Regular Fit Hemd hellblau, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Fein Oxford', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'Steh', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Patch im Kragen'}"
204,205,https://www.hemden.de/olymp-level-five-body-fit-hemd-weiss-einfarbig-langarm-0531.64.00,https://cdn.hemden.de/media/image/26/38/4e/0531-64-00_800LxTbosHT8XrdD.jpg,69.95,"OLYMP Level Five Body Fit Hemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Popeline Stretch', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Royal Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
205,206,https://www.hemden.de/olymp-level-five-body-fit-hemd-bleu-einfarbig-langarm-0531.64.11,https://cdn.hemden.de/media/image/2f/ff/1a/0531-64-11_8002IzoUlR2eTacs.jpg,69.95,"OLYMP Level Five Body Fit Hemd bleu, Einfarbig","{'Marke': 'OLYMP', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Popeline Stretch', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Royal Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
206,207,https://www.hemden.de/eterna-slim-fit-hemd-mittelblau-einfarbig-langarm-8100.f132.12,https://cdn.hemden.de/media/image/7c/49/16/8100-F132-12_800lf8qDYDYA1DaV.jpg,69.95,"ETERNA Slim Fit Hemd mittelblau, Einfarbig","{'Marke': 'ETERNA', 'Nachhaltigkeit': 'Grüner Knopf', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Fein Oxford', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'mittelblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
207,208,https://www.hemden.de/eterna-hemd-comfort-fit-blau-einfarbig-langarm-8100.e137.12,https://cdn.hemden.de/media/image/b5/93/b4/8100-E137-12_800cTw8YCAdwzFtP.jpg,69.95,"Eterna Hemd - Comfort Fit - blau, Einfarbig","{'Marke': 'ETERNA', 'Stoff': 'Fein Oxford', 'Schnitt': 'Gerader Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei und Knitterfrei', 'Farbe': 'blau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche'}"
208,209,https://www.hemden.de/seidensticker-hemd-tailored-weiss-einfarbig-langarm-021006.01,https://cdn.hemden.de/media/image/30/82/65/021006-01_800fk0K547qDaVNH.jpg,69.95,"Seidensticker Hemd - Tailored - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Business Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
209,210,https://www.hemden.de/seidensticker-hemd-gala-weiss-einfarbig-langarm-001034.01,https://cdn.hemden.de/media/image/1b/10/51/001034-01_800kyQAdsYLN99Ty.jpg,69.95,"Seidensticker Hemd - Gala - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Aida', 'Pflege': 'Bügelfrei', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
210,211,https://www.hemden.de/eton-slim-fit-hemd-weiss-einfarbig-langarm-3000.00518.00,https://cdn.hemden.de/media/image/81/12/7b/3000-00518-00_800.jpg,159,"Eton Slim Fit Hemd weiss, Einfarbig","{'Marke': 'ETON', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Twill', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Sportmanschette'}"
211,212,https://www.hemden.de/venti-body-fit-hemd-schwarz-einfarbig-langarm-001410.800,https://cdn.hemden.de/media/image/b2/69/ef/001410-800_800.jpg,49.95,"Venti Body Fit Hemd schwarz, Einfarbig","{'Marke': 'Venti', 'Stoff': 'Popeline Stretch', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
212,213,https://www.hemden.de/venti-body-fit-hemd-weiss-einfarbig-langarm-001420.000,https://cdn.hemden.de/media/image/72/15/a9/001420-000_8008648kvKT75QA1.jpg,49.95,"Venti Body Fit Hemd weiss, Einfarbig","{'Marke': 'Venti', 'Stoff': 'Popeline Stretch', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
213,214,https://www.hemden.de/venti-body-fit-hemd-anthrazit-einfarbig-langarm-001420.706,https://cdn.hemden.de/media/image/8e/37/f5/001420-706_800.jpg,49.95,"Venti Body Fit Hemd anthrazit, Einfarbig","{'Marke': 'Venti', 'Stoff': 'Popeline Stretch', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '65cm', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'anthrazit', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
214,215,https://www.hemden.de/olymp-level-five-body-fit-hemd-blau-einfarbig-langarm-0531.64.15,https://cdn.hemden.de/media/image/18/63/db/0531-64-15_800AvshRTiwcngIs.jpg,69.95,"OLYMP Level Five Body Fit Hemd blau, Einfarbig","{'Marke': 'OLYMP', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Popeline Stretch', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Royal Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'blau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
215,216,https://www.hemden.de/eton-hemd-contemporary-fit-weiss-einfarbig-langarm-3000.79311.00,https://cdn.hemden.de/media/image/03/5b/5e/3000-79311-00_8005a17671be9295.jpg,159,"Eton Hemd - Contemporary Fit - weiss, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
216,217,https://www.hemden.de/seidensticker-hemd-tailored-weiss-einfarbig-langarm-021008.01,https://cdn.hemden.de/media/image/b9/b8/2b/021008-01_800X5DSrNznbY1KQ.jpg,69.95,"Seidensticker Hemd - Tailored - weiss, Einfarbig","{'Marke': 'Seidensticker', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Material': '100% Baumwolle', 'Kragenart': 'George-Party', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
217,218,https://www.hemden.de/seidensticker-modern-fit-hemd-ecru-einfarbig-langarm-001007.21,https://cdn.hemden.de/media/image/e9/94/0b/001007-21_800591588f24847e.jpg,69.95,"Seidensticker Modern Fit Hemd ecru, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Stoffart: Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '66cm', 'Material': '100% Baumwolle', 'Kragenart': 'Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'ecru', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette'}"
218,219,https://www.hemden.de/eton-hemd-contemporary-fit-schwarz-einfarbig-langarm-3000.79311.18,https://cdn.hemden.de/media/image/18/20/66/3000-79311-18_800uVll8Vzt8Elnw.jpg,149,"Eton Hemd - Contemporary Fit - schwarz, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
219,220,https://www.hemden.de/eton-hemd-contemporary-fit-marine-einfarbig-langarm-3000.79311.29,https://cdn.hemden.de/media/image/77/3f/47/3000-79311-29_800.jpg,149,"Eton Hemd - Contemporary Fit - marine, Einfarbig","{'Marke': 'ETON', 'Stoff': 'Twill', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'Haifisch', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'marine', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
