,id,url,image_url,price,name,properties
70,71,https://www.hemden.de/olymp-luxor-modern-fit-hemd-weiss-einfarbig-langarm-0303.64.00,https://cdn.hemden.de/media/image/85/02/2f/0303-64-00_800FkGpAiu77ohnv.jpg,59.95,"OLYMP Luxor Modern Fit Hemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Kragenart': 'Button-Down', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Italienische Knopfleiste'}"
71,72,https://www.hemden.de/olymp-no.-six-super-slim-hemd-hellbeige-einfarbig-langarm-0491.65.20,https://cdn.hemden.de/media/image/20/ca/bd/0491-65-20_800unCrWi3RuKGrz.jpg,69.95,"OLYMP No. Six Super Slim Hemd hellbeige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Chambray', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Urban Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellbeige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
72,73,https://www.hemden.de/olymp-luxor-comfort-fit-hemd-schwarz-einfarbig-langarm-0255.64.68,https://cdn.hemden.de/media/image/56/19/f6/0255-64-68_800Yg1oYtMkeInbm.jpg,59.95,"OLYMP Luxor Comfort Fit Hemd schwarz, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Fil à fil', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
73,74,https://www.hemden.de/herrenhemd/olymp/body-fit/hellbeige/new-york-kent/langarm-64cm/einfarbig/12766520,https://cdn.hemden.de/media/image/b0/e7/6e/1276-65-20_800tv8sdca6o5i0S.jpg,69.95,"OLYMP Level Five Body Fit Galahemd hellbeige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New York Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellbeige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
74,75,https://www.hemden.de/herrenhemd/olymp/slim-line/beige/new-kent/langarm-64cm/einfarbig/03006421,https://cdn.hemden.de/media/image/dc/cb/3b/0300-64-21_800n6pKm1vEEZsjj.jpg,59.95,"OLYMP Luxor Modern Fit Hemd beige, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'beige', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
75,76,https://www.hemden.de/casa-moda-comfort-fit-hemd-dunkelblau-einfarbig-langarm-006050.116,https://cdn.hemden.de/media/image/48/42/a3/006050-116_800q0Op0NtgylJXa.jpg,49.95,"Casa Moda Comfort Fit Hemd dunkelblau, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'dunkelblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
76,77,https://www.hemden.de/olymp-luxor-modern-fit-hemd-bleu-karo-langarm-3390.64.11,https://cdn.hemden.de/media/image/e3/36/2e/3390-64-11_800ThZDr0BEr9nkh.jpg,69.95,"OLYMP Luxor Modern Fit Hemd bleu, Karo","{'Marke': 'OLYMP', 'Stoff': 'Check', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Karo', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
77,78,https://www.hemden.de/olymp-level-five-body-fit-hemd-mittelgrau-einfarbig-langarm-2080.64.60,https://cdn.hemden.de/media/image/5f/a4/94/2080-64-60_800rV8Tya8Vurln9.jpg,59.95,"OLYMP Level Five Body Fit Hemd mittelgrau, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Chambray', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New York Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'mittelgrau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
78,79,https://www.hemden.de/casa-moda-comfort-fit-hemd-grau-einfarbig-langarm-006050.705,https://cdn.hemden.de/media/image/79/41/be/006050-705_800njEYugPGM5R06.jpg,49.95,"Casa Moda Comfort Fit Hemd grau, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'grau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
79,80,https://www.hemden.de/marvelis-comfort-fit-hemd-mittelgrau-einfarbig-langarm-7959.64.60,https://cdn.hemden.de/media/image/fe/bf/89/7959-64-60_8007yKuZiS02ICaY.jpg,39.95,"Marvelis Comfort Fit Hemd mittelgrau, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Chambray', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'mittelgrau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
80,81,https://www.hemden.de/marvelis-body-fit-hemd-hellbeige-einfarbig-langarm-6799.64.20,https://cdn.hemden.de/media/image/90/de/20/6799-64-20_800u5Q2T6zH69AFf.jpg,39.95,"Marvelis Body Fit Hemd hellbeige, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Taillierter Schnitt', 'Stoff': 'Uni-Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New York Kent', 'Pflege': 'Besonders bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellbeige', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette'}"
81,82,https://www.hemden.de/olymp-level-five-body-fit-hemd-rot-einfarbig-langarm-6090.64.35,https://cdn.hemden.de/media/image/8d/62/d7/6090-64-35_800BXqBYQGwjCCIU.jpg,59.95,"OLYMP Level Five Body Fit Hemd rot, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Kragenart': 'New York Kent', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'rot', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Italienische Knopfleiste'}"
82,83,https://www.hemden.de/olymp-level-five-body-fit-hemd-blau-einfarbig-langarm-0464.64.15,https://cdn.hemden.de/media/image/86/20/76/0464-64-15_800gZQJYzMkDi2YF.jpg,69.95,"OLYMP Level Five Body Fit Hemd blau, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Twill', 'Schnitt': 'Taillierter Schnitt', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Kragenart': 'Under-Button-Down', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'blau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Italienische Knopfleiste'}"
83,84,https://www.hemden.de/herrenhemd/olymp/slim-line/grau/new-kent/langarm-64cm/einfarbig/03046463,https://cdn.hemden.de/media/image/ee/cd/fc/0304-64-63_800FNDLbSt99QBk3.jpg,59.95,"OLYMP Luxor Modern Fit Hemd silbergrau, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Chambray', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'silbergrau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
84,85,https://www.hemden.de/herrenhemd/olymp/modern-fit/marine/global-kent/langarm-64cm/strukturiert/04006418,https://cdn.hemden.de/media/image/34/78/15/0400-64-18_800b7TeCHlRCcNso.jpg,69.95,"OLYMP Luxor Modern Fit Hemd marine, Strukturiert","{'Marke': 'OLYMP', 'Stoff': 'Natté', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Kragenart': 'Global Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'marine', 'Muster': 'Strukturiert', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
85,86,https://www.hemden.de/marvelis-modern-fit-hemd-mittelgrau-einfarbig-langarm-4704.64.60,https://cdn.hemden.de/media/image/89/8d/6a/4704-64-60_800uBNDynkQKp3a5.jpg,39.95,"Marvelis Modern Fit Hemd mittelgrau, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Chambray', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'mittelgrau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
86,87,https://www.hemden.de/herrenhemd/olymp/super-slim-no.-six/hellblau/underbuttondown/langarm-64cm/einfarbig/04366410,https://cdn.hemden.de/media/image/fa/b6/f0/0436-64-10_8009MH8lQljuZ09N.jpg,59.95,"OLYMP No. Six Super Slim Hemd hellblau, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Stoffart: Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Stark tailliert', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Under-Button-Down', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
87,88,https://www.hemden.de/olymp-luxor-comfort-fit-hemd-bleu-gestreift-langarm-0280.64.11,https://cdn.hemden.de/media/image/89/91/f6/0280-64-11_800iqKiTTWBy4hPx.jpg,59.95,"OLYMP Luxor Comfort Fit Hemd bleu, Gestreift","{'Marke': 'OLYMP', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Uni-Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei und Knitterfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Gestreift', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
88,89,https://www.hemden.de/eterna-slim-fit-hemd-hellblau-strukturiert-langarm-4671.f142.11,https://cdn.hemden.de/media/image/21/22/93/4671-F142-11_800.jpg,59.95,"ETERNA Slim Fit Hemd hellblau, Strukturiert","{'Marke': 'ETERNA', 'Stoff': 'Struktur', 'Nachhaltigkeit': 'Grüner Knopf', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '67cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Haifisch', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Strukturiert', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
89,90,https://www.hemden.de/olymp-no.-six-super-slim-hemd-bleu-karo-langarm-0465.64.11,https://cdn.hemden.de/media/image/fa/07/d1/0465-64-11_800TdA2xkvWZd2JA.jpg,69.95,"OLYMP No. Six Super Slim Hemd bleu, Karo","{'Marke': 'OLYMP', 'Stoff': 'Office Stretch', 'Schnitt': 'Stark tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '97% Baumwolle / 3% Elastolefin', 'Kragenart': 'Urban Kent', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Karo', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
90,91,https://www.hemden.de/olymp-luxor-comfort-fit-galahemd-weiss-einfarbig-langarm-0294.65.00,https://cdn.hemden.de/media/image/27/d0/8a/0294-65-00_800CUmM020XJhbD2.jpg,69.95,"OLYMP Luxor Comfort Fit Galahemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Gerader Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'New Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '60 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'verdeckte Knopfleiste'}"
91,92,https://www.hemden.de/olymp-level-five-body-fit-galahemd-weiss-einfarbig-langarm-3077.65.00,https://cdn.hemden.de/media/image/9a/d7/9a/3077-65-00_800n0oEKdlXR3Eb9.jpg,69.95,"OLYMP Level Five Body Fit Galahemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kläppchen', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette', 'Besonderheiten': 'Italienische Knopfleiste'}"
92,93,https://www.hemden.de/olymp-luxor-modern-fit-hemd-bleu-gestreift-langarm-0314.64.11,https://cdn.hemden.de/media/image/ea/e9/78/0314-64-11_800gzaRjTl7YW8CN.jpg,59.95,"OLYMP Luxor Modern Fit Hemd bleu, Gestreift","{'Marke': 'OLYMP', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Uni-Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei und Knitterfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'bleu', 'Muster': 'Gestreift', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
93,94,https://www.hemden.de/herrenhemd/olymp/super-slim-no.-six/rauchblau/underbuttondown/langarm-64cm/einfarbig/04366413,https://cdn.hemden.de/media/image/0a/23/9b/0436-64-13_8004di2hbjxZcSpn.jpg,44.95,"Olymp Hemd - Super Slim No. Six - rauchblau, Einfarbig","{'Marke': 'OLYMP', 'Schnitt': 'Stark tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '97% Baumwolle / 3% Elastolefin (XLA)', 'Kragenart': 'Under-Button-Down', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'rauchblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
94,95,https://www.hemden.de/herrenhemd/olymp/super-slim-no.-six/weiss/urban-kent/langarm-64cm/einfarbig/04386500,https://cdn.hemden.de/media/image/c1/e8/a2/0438-65-00_8002nm2HVOyYsIZS.jpg,69.95,"Olymp Hemd - Super Slim No. Six - weiss, Einfarbig","{'Marke': 'OLYMP', 'Schnitt': 'Stark tailliert', 'Stoff': 'Chambray', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '97% Baumwolle / 3% Elastolefin (XLA)', 'Kragenart': 'Urban Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Umschlagmanschette'}"
95,96,https://www.hemden.de/herrenhemd/olymp/level-5-five/weiss/buttondown/langarm-64cm/einfarbig/60936400,https://cdn.hemden.de/media/image/e5/31/e5/6093-64-00_800xmfaAD3qAZm6P.jpg,59.95,"OLYMP Level Five Body Fit Hemd weiss, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Uni-Popeline', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Schnitt': 'Taillierter Schnitt', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Button-Down', 'Material': '97% Baumwolle / 3% Elastolefin', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'weiss', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
96,97,https://www.hemden.de/olymp-no.-six-super-slim-hemd-schwarz-einfarbig-langarm-0466.64.68,https://cdn.hemden.de/media/image/9e/47/ec/0466-64-68_800N7qotB5zcYrPS.jpg,59.95,"OLYMP No. Six Super Slim Hemd schwarz, Einfarbig","{'Marke': 'OLYMP', 'Stoff': 'Stretch', 'Schnitt': 'Stark tailliert', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '97% Baumwolle / 3% Elastolefin', 'Kragenart': 'Urban Kent', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
97,98,https://www.hemden.de/marvelis-modern-fit-hemd-hellbeige-einfarbig-langarm-4700.64.20,https://cdn.hemden.de/media/image/68/d4/8e/4700-64-20_800m9FMgvDKOQ4iL.jpg,39.95,"Marvelis Modern Fit Hemd hellbeige, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Uni-Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'hellbeige', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette'}"
98,99,https://www.hemden.de/herrenhemd/olymp/super-slim-no.-six/schwarz/underbuttondown/langarm-64cm/einfarbig/04366468,https://cdn.hemden.de/media/image/69/64/3a/0436-64-68_8007tLUF87BRDSX1.jpg,59.95,"Olymp Hemd - Super Slim No. Six - schwarz, Einfarbig","{'Marke': 'OLYMP', 'Schnitt': 'Stark tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '64cm', 'Armlänge': 'Langarm (Normallänge)', 'Material': '97% Baumwolle / 3% Elastolefin (XLA)', 'Kragenart': 'Under-Button-Down', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
99,100,https://www.hemden.de/marvelis-modern-fit-hemd-schwarz-einfarbig-langarm-4767.64.68,https://cdn.hemden.de/media/image/58/51/2d/4767-64-68_800sFjH2qZJGxgYq.jpg,49.95,"Marvelis Modern Fit Hemd schwarz, Einfarbig","{'Marke': 'Marvelis', 'Schnitt': 'Leicht tailliert', 'Stoff': 'Struktur', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '100% Baumwolle', 'Kragenart': 'New Kent', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Officemanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
100,101,https://www.hemden.de/olymp-no.-six-super-slim-hemd-hellblau-einfarbig-langarm-2500.64.10,https://cdn.hemden.de/media/image/62/eb/a8/2500-64-10_800fDjcxNKH45RwQ.jpg,59.95,"OLYMP No. Six Super Slim Hemd hellblau, Einfarbig","{'Marke': 'OLYMP', 'Schnitt': 'Stark tailliert', 'Stoff': 'Office Stretch', 'Nachhaltigkeit': 'OLYMP GREENCHOICE', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '97% Baumwolle / 3% Elastolefin', 'Kragenart': 'Haifisch', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
101,102,https://www.hemden.de/herrenhemd/olymp/super-slim-n6/royal/weiss/kent/langarm-64cm/gemustert/04656419,https://cdn.hemden.de/media/image/87/1d/d4/0465-64-19_800V2gGfBBNycur6.jpg,69.95,"OLYMP No. Six Super Slim Hemd royal, Karo","{'Marke': 'OLYMP', 'Stoff': 'Office Stretch', 'Schnitt': 'Stark tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '97% Baumwolle / 3% Elastolefin', 'Kragenart': 'Urban Kent', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'royal', 'Muster': 'Karo', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Kombimanschette'}"
102,103,https://www.hemden.de/olymp-hemd-super-slim-no.-six-schwarz-einfarbig-langarm-0467.64.68,https://cdn.hemden.de/media/image/8a/cf/b8/0467-64-68_800Kfq7L5i0RTC3w.jpg,59.95,"Olymp Hemd - Super Slim No. Six - schwarz, Einfarbig","{'Marke': 'OLYMP', 'Schnitt': 'Stark tailliert', 'Stoff': 'Stoffart: Popeline', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Material': '97% Baumwolle / 3% Elastolefin (XLA)', 'Kragenart': 'Kent', 'Pflege': 'Bügelleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Ohne Brusttasche', 'Manschette': 'Sportmanschette', 'Besonderheiten': 'Teilungsnaht'}"
103,104,https://www.hemden.de/herrenhemd/olymp/modern-fit/schwarz/global-kent/langarm-64cm/strukturiert/04006468,https://cdn.hemden.de/media/image/16/a6/6c/0400-64-68_800gVsZBo6s5jvkF.jpg,69.95,"OLYMP Luxor Modern Fit Hemd schwarz, Strukturiert","{'Marke': 'OLYMP', 'Stoff': 'Natté', 'Schnitt': 'Leicht tailliert', 'Armlänge': 'Langarm (Normallänge)', 'Armlänge cm': '64cm', 'Kragenart': 'Global Kent', 'Material': '100% Baumwolle', 'Pflege': 'Pflegeleicht', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Strukturiert', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette', 'Besonderheiten': 'Patch in Kragen / Manschette'}"
104,105,https://www.hemden.de/casa-moda-comfort-fit-hemd-hellblau-einfarbig-langarm-006050.115,https://cdn.hemden.de/media/image/31/ba/75/006050-115_800PtFVL9SFvAbLJ.jpg,49.95,"Casa Moda Comfort Fit Hemd hellblau, Einfarbig","{'Marke': 'Casa Moda', 'Schnitt': 'Gerader Schnitt', 'Stoff': 'Stoffart: Popeline', 'Armlänge cm': '65cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Waschbar bis': '40 Grad', 'Farbe': 'hellblau', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche', 'Manschette': 'Kombimanschette'}"
105,106,https://www.hemden.de/seidensticker-modern-fit-hemd-schwarz-einfarbig-langarm-001000.84,https://cdn.hemden.de/media/image/c1/55/22/001000-84_800Mhi15ddZCQo9t.jpg,59.95,"Seidensticker Modern Fit Hemd schwarz, Einfarbig","{'Marke': 'Seidensticker', 'Stoff': 'Chambray', 'Schnitt': 'Leicht tailliert', 'Armlänge cm': '66cm', 'Armlänge': 'Langarm (Normallänge)', 'Kragenart': 'Kent', 'Material': '100% Baumwolle', 'Pflege': 'Bügelfrei', 'Waschbar bis': '40 Grad', 'Farbe': 'schwarz', 'Muster': 'Einfarbig', 'Brusttasche': 'Mit Brusttasche'}"
